0_ID	Name	Address	Phone Number	Website	Monday Hours	Tuesday Hours	Wednesday Hours	Thursday Hours	Friday Hours	Saturday Hours	Sunday Hours
ChIJr2CtqtEAzkwRY9N-_iLLNuA	Barney's Pizza	2843 Dumaurier Ave, Ottawa, ON K2B 7W3, Canada	(613) 596-6666	https://www.barneyspizzaandsubs.com/	14:00 - 22:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 01:00	11:00 - 01:00
ChIJrQIIDK0B0kwRCyUPN3reEvI	The Royal Oak - Stittsville	6160 Hazeldean Rd, Stittsville, ON K2S 2R2, Canada	(613) 672-3000	http://royaloakpubs.com/	09:00 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 00:00	11:30 - 02:00	11:30 - 02:00	09:00 - 02:00
ChIJrSxOX2UB0kwRP-PAEF4-gzU	Sack’s	499 Terry Fox Dr, Kanata, ON K2T 1H7, Canada	(613) 435-5483	n/a	07:00 - 21:00	07:00 - 21:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00
ChIJrVbud_f_0UwROmCXfbMYKU8	Jo-Jo's Pizzeria Kanata Gourmet Pizza - Shawarma - Subs - Catering	4046 Carling Ave, Kanata, ON K2K 2T5, Canada	(613) 254-5554	http://www.jojospizza.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 23:00
ChIJryBcfJ8AzkwRxqucBGWSrI0	Lee Ga	1902 Robertson Rd, Nepean, ON K2H 5B8, Canada	(613) 680-2121	https://leegarestaurant.com/	11:30 - 14:00	16:30 - 21:00	11:30 - 14:00	16:30 - 21:00	11:30 - 14:00	16:30 - 21:00	11:30 - 14:00
ChIJryaYZyb-zUwRuqRVZqbzGvI	McDonald's	2126 Robertson Rd, Nepean, ON K2H 5Z1, Canada	(613) 829-2803	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MjA3MTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00
ChIJs5DqHKIAzkwRgd2bo9EzOtE	Mr Pho Vietnamese Restaurant	1861 Robertson Rd, Nepean, ON K2H 9N5, Canada	(613) 829-9015	https://mrpho.ca/	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	12:00 - 20:00	n/a
ChIJs6UnPDQCzkwRLdEBHju-qzQ	Benny&Co.	415 Chem. Vanier, Gatineau, QC J9J 3H9, Canada	(819) 684-0880	https://www.benny-co.com/rotisseries/aylmer/?https%3A%2F%2Fwww.benny-co.com%2Fcommander%2F%23%2F=	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJsWv1LIgEzkwRnCdWigf8pVM	Restaurant la teranga	303 Bd Saint-Joseph, Gatineau, QC J8Y 3Y6, Canada	(819) 483-2704	http://lateranga.ca/	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	n/a	n/a
ChIJsZJ5tp__0UwRcbcX9T0ZOBQ	Freshii	1106 Klondike Rd, Kanata, ON K2K 0G1, Canada	(613) 714-9896	https://freshii.com/ca/catering	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00
ChIJszJYCMAB0kwRL9R1FiE3u9o	Bento Sushi	1251 Stittsville Main St, Stittsville, ON K2S 2E5, Canada	(905) 513-0028	https://www.bentosushi.com/	08:00 - 21:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00	08:00 - 22:00
ChIJszopztv8zUwRrX5I_XMBMl0	Shawarma Heaven	129 Riocan Ave, Nepean, ON K2J 5G3, Canada	(613) 825-2333	http://www.shawarmaheaven.com/	11:00 - 19:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJt0DfA4wBzkwRWIWayxAeS8I	McDonald's	213 Chem. d'Aylmer, Gatineau, QC J9H 1A3, Canada	(819) 684-4556	https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTkyNzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00	06:00 - 23:00
ChIJt2dgsQP_zUwRWdM9NCASFtk	Bento Sushi	10 Cope Dr, Kanata, ON K2M 0A7, Canada	(866) 337-8744	https://www.bentosushi.com/	n/a	n/a	n/a	n/a	n/a	n/a	n/a
ChIJtYAJlaoB0kwRkkMVncQLkTM	Kochin Kitchen	650 Av. Kanata Unit K3, Kanata, ON K2T 1H6, Canada	(613) 592-4462	https://kochinkitchen.ca/kanata.ca/	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	n/a
ChIJu2WW2ywGzkwRGT68lnQFoME	Vittoria Trattoria	3625 Rivergate Way, Ottawa, ON K1V 1Z9, Canada	(613) 731-8959	https://www.vittoriatrattoria.com/	12:00 - 21:30	12:00 - 21:30	12:00 - 21:30	12:00 - 21:30	12:00 - 21:30	12:00 - 21:30	12:00 - 21:30
ChIJu9aogUzjzUwRcgkPgRjwsGQ	Conspiracy Theory Brewing Company	2172 Robertson Rd, Nepean, ON K2H 5Z1, Canada	(613) 868-1658	http://www.ctbrewing.ca/	12:00 - 20:00	12:00 - 20:00	12:00 - 20:00	12:00 - 22:00	12:00 - 22:00	n/a	n/a
ChIJu9m74DQbzkwR0dInZsh2G0M	Lanterne De Szechwan	148 Rue Principale, Gatineau, QC J9H 3M4, Canada	(819) 684-6886	http://www.lanterneszechwan.com/	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	16:00 - 21:00	n/a
ChIJuSEUzakA0kwRsLIU0yraoP4	Subway	1261 Stittsville Main St Unit 3, Stittsville, ON K2S 2E4, Canada	(613) 831-4994	https://restaurants.subway.com/canada/on/stittsville/1261-stittsville-main-st?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=28568&utm_campaign=evergreen-2020&y_source=1_MTQ5MjAwODktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl	09:00 - 00:00	07:00 - 00:00	07:00 - 00:00	07:00 - 00:00	07:00 - 00:00	07:00 - 00:00	08:00 - 02:00
ChIJuSEUzakA0kwRsc4s44Hr7GY	Little Caesars Pizza	1261 Stittsville Main St, Ottawa, ON K2S 2E4, Canada	(613) 836-8878	https://littlecaesars.ca/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJuSEUzakA0kwRzIaT9w-kzvY	Hurley's Grill Stittsville	1261 Stittsville Main St, Stittsville, ON K2S 2E4, Canada	(613) 831-1841	http://hurleysstittsville.ca/	07:00 - 17:00	07:00 - 17:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00	07:00 - 22:00
ChIJuT67vfoGzkwRhAiAcGQLBvM	Denny's	1380 Clyde Ave., Nepean, ON K2G 1Y7, Canada	(613) 226-9284	http://www.dennys.ca/	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00	08:00 - 20:00
ChIJuUoIoAD_zUwRHUW_ifIXUUI	The Rideau Restaurant	500 Eagleson Rd, Kanata, ON K2M 1H4, Canada	(613) 254-8824	n/a	12:00 - 20:00	15:00 - 20:00	15:00 - 20:00	15:00 - 20:00	15:00 - 20:00	12:00 - 21:00	12:00 - 21:00
ChIJuWTAl3YkVUARDjqoqa6A8UQ	Subway	700 March Rd Unit P, Kanata, ON K2K 2V9, Canada	(613) 591-8301	https://restaurants.subway.com/canada/on/kanata/700-march-rd?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=14586&utm_campaign=evergreen-2020	10:30 - 20:30	09:30 - 21:00	09:30 - 21:00	09:30 - 21:00	09:30 - 21:00	09:30 - 21:00	10:30 - 20:30
ChIJuboqLHEA0kwRBpuNcHChxJU	Boston Pizza	135 Roland Michener Dr, Kanata, ON K2T 1G7, Canada	(613) 592-7031	https://bostonpizza.com/kanata	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 00:00	11:00 - 00:00
ChIJuboqLHEA0kwRxTD-34j3_fQ	Jack Astor's Bar & Grill Kanata	125 Roland Michener Dr, Kanata, ON K2T 1G7, Canada	(613) 271-1041	https://jackastors.com/?locationId=930	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00	11:30 - 22:00	11:30 - 23:00	11:30 - 01:00	11:30 - 01:00
ChIJv-8SbLwGzkwRNpXRYaIFEDw	Al's Diner	834 Clyde Ave N, Ottawa, ON K1Z 5A1, Canada	(613) 761-7488	http://alsdiner.ca/	07:00 - 15:00	06:00 - 15:00	06:00 - 19:30	06:00 - 19:30	06:00 - 20:00	06:00 - 20:00	06:00 - 15:00
ChIJv0T90e4BzkwR5yIsd2Q8rug	BEURRE SALE CREPERIE	31 Rue Principale, Gatineau, QC J9H 3L2, Canada	(819) 328-7253	http://www.beurresale.ca/	09:00 - 14:00	09:00 - 14:00	09:00 - 14:00	09:00 - 14:00	09:00 - 14:00	n/a	n/a
ChIJv1jVp8MAzkwRqB1za5R1LhE	Teriyaki Experience	100 Bayshore Dr, Nepean, ON K2B 8C1, Canada	(613) 829-0092	https://www.teriyakiexperience.com/	10:00 - 18:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00	09:00 - 21:00
ChIJv3HBC938zUwR8smTdB0_bOY	Broadway	3777 Strandherd Dr, Nepean, ON K2J 4B1, Canada	(613) 825-6533	http://broadwaybarandgrill.ca/locations.aspx	07:00 - 15:00	07:00 - 22:00	07:00 - 23:00	07:00 - 22:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00
ChIJv3HBC938zUwRWXGiyCNc760	Barrhaven Vietnamese Restaurant	3777 Strandherd Dr, Nepean, ON K2J 4B1, Canada	(613) 825-4567	http://www.barrhavenvietnamese.com/	11:00 - 22:00	11:00 - 15:00	17:00 - 21:30	11:00 - 15:00	17:00 - 21:30	11:00 - 15:00	17:00 - 21:30
ChIJv532ct4AzkwRzRQPRbh2jpQ	Lorenzo's Pizza	3007 Carling Ave, Ottawa, ON K2B 7Y6, Canada	(613) 596-2222	http://www.lorenzoscarling.com/	14:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00
ChIJv6MCKGoB0kwRkABMWsNkRk0	Bento Sushi	200 Earl Grey Dr, Kanata, ON K2T 1B6, Canada	n/a	https://www.bentosushi.com/	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00	07:00 - 23:00
ChIJvQWRdGT_zUwRlOm1ZQTIy4Y	The Keg Steakhouse + Bar - Kanata/Stittsville	15 Huntmar Dr, Ottawa, ON K2S 0P6, Canada	(613) 836-6282	http://www.thekeg.com/en/locations/kanata-stittsville	16:00 - 20:30	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	17:00 - 21:00	16:30 - 22:00	16:00 - 22:00
ChIJvSAXMJYFzkwRvQd55peX9uE	Pizza Pizza	1250 Main Street North Unit C-09, Stittsville, ON K2S 1S9, Canada	(613) 737-1111	https://www.pizzapizza.ca/?utm_source=google&utm_medium=local&utm_campaign=google-local	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 00:00	11:00 - 01:00	11:00 - 01:00
ChIJvV0Afv8BzkwRT-ipvaBXMpE	Pizza Riverview	117 Rue Front, Gatineau, QC J9H 5S9, Canada	(819) 682-2222	https://pizzariverview.ca/	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00
ChIJvV0Afv8BzkwRsaL4hZ6MXt0	Ying Wah	117 Rue Front, Gatineau, QC J9H 5S9, Canada	(819) 684-9393	http://yingwah.foodmenupage.com/	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00	15:00 - 23:00
ChIJvZYZjIsCzkwRemrMyZpXjUc	Le Gourmand	1620 Chem. Pink, Gatineau, QC J9J 3N6, Canada	(819) 790-1099	https://www.facebook.com/LeGourmandcuisinederue	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	11:00 - 14:00	n/a	n/a
ChIJv_Jlslj8zUwR_0dwMJP7G8E	Burgers and Shakes	220 Kennevale Dr, Ottawa, ON K2J 6B6, Canada	(613) 440-4005	https://www.burgersandshakes.ca/	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30
ChIJv_KbG8MAzkwRQyMVIl9z2fU	Shanghai 360	13 Woodridge Crescent, Nepean, ON K2B 8S8, Canada	(613) 828-6888	http://www.bayshoreshoppingcentre.com/en/stores/details/200/shanghai-360	11:00 - 17:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00	11:00 - 19:00
ChIJvdQ9wg4FzkwRG530JAwcVT0	Bien Manger Restaurant	53 Rue Vaudreuil, Gatineau, QC J8X 2B7, Canada	(819) 485-0434	https://restozone.ca/hull/bienmanger	12:00 - 18:00	12:00 - 18:00	12:00 - 18:00	12:00 - 18:00	12:00 - 18:00	12:00 - 18:00	n/a
ChIJvygVSfIBzkwRpdVpRGUCnPI	Aylmer BBQ	134 Rue Principale, Gatineau, QC J9H 4G8, Canada	(819) 684-4372	https://bit.ly/378SVXH	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00	07:30 - 23:00
ChIJw-R_qo0B0kwRyfuv_G8dxS4	Chip Stop	2060 Carp Rd, Carp, ON K0A 1L0, Canada	n/a	n/a	11:00 - 18:30	11:00 - 18:30	11:00 - 18:30	11:00 - 18:30	11:00 - 18:30	11:00 - 18:30	11:00 - 18:30
ChIJw-fSCAEA0kwRIpT1eLEaPDM	Jade Yi's Restaurant	1027 Teron Rd, Kanata, ON K2K 1R2, Canada	(613) 592-2711	https://jadeyiskitchen.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	n/a
ChIJw-x95_r_zUwR1uW-7hHTn6E	Subway	329 March Rd Unit 68, Kanata, ON K2K 2E1, Canada	(613) 254-8651	https://restaurants.subway.com/canada/on/kanata/329-march-road?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=11148&utm_campaign=evergreen-2020&y_source=1_MTQ5MjAzMDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	00:00 - 00:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	10:00 - 20:00	11:00 - 18:00
ChIJwemm77P4zUwR61bzhwvf6pI	Main Street Cafe	1626 Stittsville Main St, Stittsville, ON K2S 1A5, Canada	(613) 836-2277	http://facebook.com/mscstittsville	08:00 - 14:00	08:00 - 14:00	08:00 - 14:00	08:00 - 14:00	08:00 - 14:00	07:00 - 14:00	08:00 - 14:00
ChIJww6GJPf_0UwRfKFUqKjI-uw	Lone Star Texas Grill	4048 Carling Ave, Kanata, ON K2K 1Y1, Canada	(613) 599-9535	http://www.lonestartexasgrill.com/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00
ChIJx1_EHyf-zUwR537Q6l3TpQM	Welcome Back Chinese Restaurant	2090 Robertson Rd, Nepean, ON K2H 9R6, Canada	(613) 820-1225	https://welcomebackrestaurant.business.site/	14:00 - 20:00	11:30 - 20:00	11:30 - 20:00	11:30 - 20:00	11:30 - 20:00	14:00 - 20:00	n/a
ChIJx3s7POr_zUwRA1YfrYU1PtU	barBURRITO	782 Eagleson Rd, Kanata, ON K2M 0N2, Canada	(613) 592-0020	https://www.barburrito.ca/	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 21:30	11:00 - 22:00	11:00 - 22:00
ChIJx4MPkuYDzkwRSM56s_lXp_Q	Restaurant Fogo Peri-Peri	20 Allée de Hambourg, Gatineau, QC J9J 4K3, Canada	(819) 777-7074	http://www.fogoperiperi.com/	12:00 - 20:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	11:30 - 21:00	12:00 - 21:00	n/a
ChIJx6UH3Bb9zUwRqYRVlj4sq0c	barBURRITO	3181 Greenbank Rd, Ottawa, ON K2J 4H9, Canada	(613) 823-0888	http://barburrito.ca/	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00
ChIJx7hkj-D8zUwRxLQEBq0KVlU	Boston Pizza	1681 Greenbank Rd, Barrhaven, ON K2J 4Y6, Canada	(613) 825-1414	https://bostonpizza.com/barrhaven	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00	11:00 - 01:00
ChIJx8EfRJX_zUwRpL2VW5Cru8o	LAW & ORDERS KANATA SOUTH	220 Terence Matthews Crescent, Kanata, ON K2M 0E2, Canada	(888) 343-4262	http://lawandorders.ca/	16:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 20:00	11:00 - 21:00	15:00 - 21:00
ChIJx9z3s1H_0UwREhnbzb0bz_o	Harbin Chinese Restaurant 哈尔滨老道外砂锅居	591 March Rd #5, Kanata, ON K2K 2M5, Canada	(613) 693-1525	https://harbinchinesetogo.com/	12:00 - 21:00	12:00 - 21:00	12:00 - 21:00	12:00 - 21:00	12:00 - 21:00	12:00 - 21:00	n/a
ChIJxdAzR5wGzkwRv8xUyKJ9xks	La Cabaña	848 Merivale Rd, Ottawa, ON K1Z 5Z4, Canada	(613) 724-7762	http://lacabana.ca/	11:00 - 19:00	12:00 - 19:00	12:00 - 19:00	12:00 - 19:00	11:00 - 19:00	11:00 - 19:00	n/a
ChIJy2-8DdUDzkwRKwND93SBBMY	Dinty's Restaurant	620 Chem. d'Aylmer, Gatineau, QC J9H 1B4, Canada	(819) 684-1771	http://www.dintys.com/	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00	07:00 - 21:00
ChIJy4Dpyc__zUwRupzBzwldg8w	Mary Brown's Chicken	782 Eagleson Rd Unit D1, Ottawa, ON K2M 0N2, Canada	(613) 271-2333	https://marybrowns.com/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJy51Bu_QBzkwRJL_lagB96wE	Snack Shack	420 Bd Wilfrid-Lavigne, Gatineau, QC J9H 6W7, Canada	(819) 682-9762	https://www.snackshackgatineau.com/	06:00 - 21:00	06:00 - 21:00	06:00 - 21:00	06:00 - 21:00	06:00 - 22:00	06:00 - 22:00	06:00 - 22:00
ChIJy51Bu_QBzkwRssi9Mj2i1D8	Subway	420 Bd Wilfrid-Lavigne, Gatineau, QC J9H 6W7, Canada	(819) 682-7827	https://restaurants.subway.com/canada/qc/gatineau/420-wilfrid-lavigne?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=7024&utm_campaign=evergreen-2020&y_source=1_MTQ5MTkzOTEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	09:00 - 22:00	09:00 - 22:00	09:00 - 22:00	09:00 - 22:00	09:00 - 22:00	09:00 - 22:00	09:00 - 22:00
ChIJy5hVOjkHzkwRe_mMhcuTzMU	Baan Thai Restaurant	261 Centrepointe Dr, Nepean, ON K2G 6E8, Canada	(613) 226-7604	http://www.baanthairestaurantottawa.ca/	11:00 - 14:00	16:30 - 20:00	11:00 - 14:00	16:30 - 20:00	11:00 - 14:00	16:30 - 20:00	11:00 - 14:00
ChIJy6aqqSD-zUwRl-QNs0AKZNE	Harvey's	1946 Robertson Rd, Nepean, ON K2H 5B9, Canada	(613) 829-0811	https://www.harveys.ca/	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00	10:30 - 22:00
ChIJyV61qHUA0kwRLOktF599Jno	Sushi Kanata	655 Av. Kanata, Kanata, ON K2K 3M2, Canada	(613) 599-0009	http://www.sushikanata.com/	14:30 - 22:00	14:30 - 22:00	14:30 - 22:00	14:30 - 22:00	14:30 - 22:00	14:30 - 22:00	n/a
ChIJybyQeVQEzkwRWc2P4r-hico	Ad Mare Seafood Truck	2265 Robertson Rd, Ottawa, ON K1A 1K3, Canada	(613) 555-5555	https://admareseafood.carrd.co/	11:30 - 18:30	11:30 - 18:30	11:30 - 18:30	11:30 - 18:30	11:30 - 18:30	n/a	n/a
ChIJyzthC7IBzkwRTc8lkBlY5lo	Pizza Hut Aylmer	181 Rue Principale, Aylmer, QC J9H 6A6, Canada	(819) 682-0234	https://www.pizzahut.ca/?utm_source=google&utm_medium=listings&utm_campaign=YEXT&y_source=1_Mjg0OTAwNjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00	11:00 - 00:59	11:00 - 00:59
ChIJz80dxXEA0kwRko35kf7pPj4	Tim Hortons	501 Terry Fox Dr, Kanata, ON K2T 1E8, Canada	(613) 271-0721	https://locations.timhortons.ca/on/kanata/501-terry-fox-dr	05:30 - 21:00	05:30 - 21:00	05:30 - 21:00	05:30 - 21:00	05:30 - 21:00	05:30 - 21:00	05:30 - 21:00
ChIJzYRlYIwBzkwRHznNt77PDlk	Pizza Pizza	210 Chem. d'Aylmer, Gatineau, QC J9H 1A2, Canada	(613) 737-1111	https://www.pizzapizza.ca/?utm_source=google&utm_medium=local&utm_campaign=google-local	11:00 - 23:59	11:00 - 23:59	11:00 - 23:59	11:00 - 23:59	11:00 - 23:59	11:00 - 01:00	11:00 - 01:00
ChIJz_KNRvX_zUwRc05MXZ6QO2s	Morning Owl Kanata	1047 Canadian Shield Ave, Kanata, ON K2K 0H4, Canada	(613) 518-0021	https://www.morningowlkanata.com/	08:00 - 16:00	08:00 - 16:00	08:00 - 16:00	08:00 - 16:00	08:00 - 16:00	08:00 - 16:00	08:00 - 16:00
ChIJzcae1TQVz0wRuQEbq9DkwGU	Rôtisserie St-Hubert	181 Rue Principale, Gatineau, QC J9H 6A6, Canada	(819) 685-9119	https://www.st-hubert.com/fr/restaurants/restaurant-st-hubert-aylmer-gatineau.html	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 21:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00
ChIJzymJ6Sf-zUwRYur_kZx65HA	East Side Mario's	1861 Robertson Rd, Nepean, ON K2H 9N5, Canada	(613) 820-3278	https://eastsidemarios.com/	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 22:00	11:00 - 23:00	11:00 - 23:00	11:00 - 23:00
